b2_site_smc_agency_name,c1_type_of_site,c2_landowner,c3_tenancy_agreement_for_at_least_6_months,b1_site_management,b5_community_committee_in_place,d1_most_common_reason_idps_left_place_of_origin,a8_population_groups_other_than_idps_in_site_select_all_applicable,d3_most_common_intention_in_next_three_months,c4_general_market_in_site_close_proximity,d2_1_most_common_district_of_idp_origin,d2_2_second_most_common_district_of_idp_origin,d2_3_third_most_common_district_of_idp_origin,c6_electricity_solar_power_available_in_site,c5_fuel_available_in_site_close_proximity,c8_primary_water_source,c9_primary_shelter_type,c10_primary_latrine_type,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,psp_rrm_distributions,psp_shelter_maintenance_services,psp_nfi_distribution,psp_food_distribution,psp_cash_distributions,psp_wash_services,psp_health_services,psp_education_services,psp_livelihood_services,psp_protection_services,psp_nutrition_services,psp_waste_disposal_services,if_ngo_rrm_distributions,if_ngo_shelter_maintenance_services,if_ngo_nfi_distribution,if_ngo_food_distribution,if_ngo_cash_distributions,if_ngo_wash_services,if_ngo_health_services,if_ngo_education_services,if_ngo_livelihood_services,if_ngo_protection_services,if_ngo_nutrition_services,if_ngo_waste_disposal_services,c7_presence_of_particularly_vulnerable_groups.unaccompanied_separated_children,c7_presence_of_particularly_vulnerable_groups.child_headed_hh,c7_presence_of_particularly_vulnerable_groups.elderly,c7_presence_of_particularly_vulnerable_groups.female_headed_hh,c7_presence_of_particularly_vulnerable_groups.marginalized_people,c7_presence_of_particularly_vulnerable_groups.persons_with_disabilities,c7_presence_of_particularly_vulnerable_groups.persons_with_chronic_diseases_serious_medical_conditions,c7_presence_of_particularly_vulnerable_groups.pregnant_and_lactating_women,f1_threats_to_the_site.flooding,f1_threats_to_the_site.eviction,f1_threats_to_the_site.infectious_diseases,f1_threats_to_the_site.friction_between_communities,f1_threats_to_the_site.water_contamination,f1_threats_to_the_site.conflict_related_incidents,f1_threats_to_the_site.fire_related_incidents,a1_governorate_name,a2_district_name,a3_sub_district_name,a4_site_name,a4_site_code,a6_site_occupation_date_dd_mm_yy,a7_site_population_individual,a7_site_population_hh,a8_population_groups_other_than_idps_in_site_select_all_applicable,@rrm_distributions,@shelter_maintenance_services,@nfi_distribution,@food_distribution,@cash_distributions,@wash_services,@health_services,@education_services,@livelihood_services,@protection_services,@nutrition_services,@waste_disposal_services,@maps
NA,Spontaneous settlement,Private,No,Private,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Adh Dhahir,Harad,Razih,No,No,Water Trucking,Makeshift shelter,Flush latrine to a tank/sewer system/pit,Food,Sanitation services,Shelter / maintenance assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NGO/UN agency,NGO/UN agency,NA,Norweigan Refugee Council (NRC),Jeel Albena Association for Humanitarian Development (JAAHD),Norweigan Refugee Council (NRC),World Food Programme (WFP),Oxfam,Oxfam,Abs Development Organization (ADO),NA,NA,Rawabi Al-Nahda Development Foundation (RADF),UNICEF,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Hajjah,Abs,Bani Thawab,AL-Haijah,YE1704 - 1278,3/1/2015,7902,1416,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_AL-Haijah.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Jarrahi,Hays,NA,Yes,Yes,Illegal connection to piped network,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Water,Food,Medical assistance,NA,NA,NA,NA,NA,NA,NA,Government,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNICEF,NA,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al-Hasky,YE2515 - 1279,12/1/2018,48,8,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al-Hasky.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Zabid,Al Jarrahi,Hays,Yes,Yes,"Surface water (river, dam, lake, pond, stream, canal)",Rented house/appartment,Flush latrine to a tank/sewer system/pit,Food,Cash assistance,Water,NA,NA,NGO/UN agency,NGO/UN agency,NA,Government,Government,Government,NGO/UN agency,NA,NA,Government,NA,NA,Danish Refugee Council (DRC),Field Medical Foundation (FMF),NA,NA,NA,NA,Mayar Foundation,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Lahj,Al Hawtah,Al Hawtah - Al Hawtah,Al-Hawtah Al-Harat,YE2514 - 1280,6/1/2017,2742,457,host community,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/test maps/YEM_CCCM_Al-Hawtah Al-Harat.pdf
NA,Collective centre,Public ,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Return to origin,No,Nihm,Al Ashah,As Salafiyyah,Yes,No,Borehole,Public building,Pit latrine-covered,Food,Sanitation services,Shelter / maintenance assistance,NA,NA,NA,NGO/UN agency,NA,NGO/UN agency,Private,NA,NA,NA,NA,Private,NA,NA,NA,Islamic Relief Yemen (IRY),NA,UNICEF,NA,NA,NA,NA,NA,NA,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Ma'rib,Madghal Al Jid'an,Madghal Al Jidan,Alhazm,YE2603 - 1281,12/1/2015,960,160,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/test maps/YEM_CCCM_Alhazm.pdf
NA,Collective centre,Private,Yes,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Hawak,Al Hali,NA,No,No,"Surface water (river, dam, lake, pond, stream, canal)",Host family house/apartment,Open defection,Food,Shelter / maintenance assistance,Water,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charitable Society for Social Welfare (CSSW),NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Al Qubaytah,Al Qubaytah,Al-Henkah Center,YE2510 - 1282,6/1/2015,700,130,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al-Henkah Center.pdf
NA,Collective centre,Private,No,Non-existent,NA,Evicted from property,Host community,Stay in the site,Yes,Ad Durayhimi,Harib,Melhan,Yes,Yes,Water Trucking,Own house/apartment,Pit latrine-open,Food,Sanitation services,Cash assistance,NA,NA,Private,NGO/UN agency,NA,Private,Private,NA,NA,NA,NA,Government,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Alhodainah,YE2612 - 1283,1/1/2015,175,35,host community,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/test maps/YEM_CCCM_Alhodainah.pdf
NA,Spontaneous settlement,Public ,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Al Hawak,Al Hali,Al Mina,Yes,Yes,Illegal connection to piped network,Makeshift shelter,Pit latrine-open,Water,Medical assistance,Food,NA,NA,NA,NA,NGO/UN agency,NA,NA,Government,NA,NGO/UN agency,Government,NA,NA,NA,NA,NA,INTERSOS,NA,NA,NA,NA,INTERSOS,NA,NA,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Aden,Al Burayqah,Al Burayqah,Al-Hofrah Site,YE2404 - 1284,1/1/2016,380,70,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al-Hofrah Site.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,Evicted from property,None,Return to origin,No,Harib,NA,NA,Yes,No,Borehole,Makeshift shelter,Pit latrine-covered,Food,Non-food items,Shelter / maintenance assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Islamic Relief Yemen (IRY),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Alhor,YE2612 - 1285,2/1/2018,42,7,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Alhor.pdf
N/A,Collective centre,Public ,Yes,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Ad Durayhimi,Al Hali,Al Mina,No,Yes,Protected rainwater tank/well/spring,Public building,Flush latrine to a tank/sewer system/pit,Livelihood assistance,Medical assistance,Food,NGO/UN agency,NA,Government,NGO/UN agency,NA,NA,NA,Government,NA,NA,NA,Government,Bene Charity for Humanitarian Development,NA,NA,Care,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Ta'iz,Al Mudhaffar,Al Mudhaffar,Ali bin Abi Taleb School,YE1517 - 1286,7/1/2018,70,16,host community,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/test maps/YEM_CCCM_Ali bin Abi Taleb School.pdf
N/A,Spontaneous settlement,Private,No,Government,Non-existent,House/livelihood assets destroyed/occupied,Host community,Stay in the site,Yes,Harad,Hayran,Abs,No,No,Water Trucking,Makeshift shelter,Open defection,Shelter / maintenance assistance,Sanitation services,Medical assistance,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NA,NA,NA,NA,NA,Danish Refugee Council (DRC),NA,NA,Adventist Development Relief Agency,NA,NA,NA,NA,NA,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Hajjah,Aslam,Aslam Al Yemen,Aljaber,YE1712 - 1287,12/1/2014,570,95,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Aljaber.pdf
Abs Development Organization (ADO),Spontaneous settlement,Public ,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Harad,Al Hali,Adh Dhahir,No,No,Illegal connection to piped network,Makeshift shelter,Pit latrine-covered,Non-food items,Protection services,Livelihood assistance,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NA,Government,Private,Government,NA,NA,NA,Government,Norweigan Refugee Council (NRC),UNHCR,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Hajjah,Hajjah City,Hajjah City,AL-Jahdaa,YE1728 - 1288,3/1/2019,152,38,none,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/test maps/YEM_CCCM_AL-Jahdaa.pdf
NA,Spontaneous settlement,Private,Yes,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Ad Dali',Qa'tabah,NA,Yes,No,Water Trucking,Makeshift shelter,NA,Food,Medical assistance,Shelter / maintenance assistance,NGO/UN agency,NGO/UN agency,Government,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,Government,NA,Emirates Red Crescent (ERC),Emirates Red Crescent (ERC),NA,Society for Humanitarian Solidarity (SHS),Danish Refugee Council (DRC),Emirates Red Crescent (ERC),NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Ad Dali',Ad Dali',Ad Dali,Al-Jamrock,YE3006 - 1289,1/1/2019,120,30,none,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al-Jamrock.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,Madghal Al Jid'an,Nihm,Hufash,No,Yes,Water Trucking,Emergency shelter,Open defection,Water,Sanitation services,Education,NA,NA,NA,NGO/UN agency,NA,NA,Government,Government,NA,NA,Government,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Ma'rib,Madghal Al Jid'an,Madghal Al Jidan,Aljarf,YE2603 - 1290,1/1/2016,72,12,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Aljarf.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Hazm Al Odayn,Mazhar,Al Haymah Ad Dakhiliyah,Yes,Yes,Borehole,Emergency shelter,Pit latrine-open,Shelter / maintenance assistance,Non-food items,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Ma'rib,Ma'rib,Aal Rashid Munif,Aljathwa,YE2613 - 1291,3/1/2015,480,70,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Aljathwa.pdf
NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ad Dali',Qa'tabah,Al Majanih,Al-Jil Al-Jadid School Camp,YE3003 - 1292,1/1/2019,67,12,none,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/test maps/YEM_CCCM_Al-Jil Al-Jadid School Camp.pdf
NA,Spontaneous settlement,Public ,No,Private,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,As Sukhnah,Arhab,As Salafiyyah,Yes,Yes,Water Trucking,Makeshift shelter,Pit latrine-covered,Livelihood assistance,Sanitation services,Education,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,Private,NGO/UN agency,NGO/UN agency,Private,IOM,Sama Al Yemen Development Foundation (SYDF),Sama Al Yemen Development Foundation (SYDF),Islamic Relief Yemen (IRY),Adventist Development Relief Agency,N/A,IOM,UNICEF,NA,Charitable Society for Social Welfare (CSSW),UNICEF,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Aljufainah,YE2612 - 1293,5/1/2015,28000,4000,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/test maps/YEM_CCCM_Aljufainah.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Move elsewhere,No,Bilad Ar Rus,Ba'dan,Al Jarrahi,Yes,Yes,Water Trucking,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Medical assistance,Cash assistance,Food,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,NGO/UN agency,NA,NA,NA,Al-Amal Foundation for Development (AFD),Al-Amal Foundation for Development (AFD),NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Lahj,Tuban,Al Hawtah - Tuban,Aljuraba'  Ash Sharqiyyah,YE2515 - 1294,1/1/2018,192,32,host community,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Aljuraba'  Ash Sharqiyyah.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Jarrahi,Zabid,Tuban,Yes,No,Water Trucking,Rented house/appartment,Pit latrine-open,Cash assistance,Medical assistance,Shelter / maintenance assistance,NA,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,Government,NA,NA,Government,NA,NA,NA,NA,World Food Programme (WFP),Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Lahj,Tuban,Al Hawtah - Tuban,Aljuraba' Al-Gharbiyyah,YE2515 - 1295,6/1/2015,240,40,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Aljuraba' Al-Gharbiyyah.pdf
NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aden,Kritar - Sirah,Sirah,Al-Khusaf IDPs Building,YE2407 - 1296,1/1/2018,24,5,none,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/test maps/YEM_CCCM_Al-Khusaf IDPs Building.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Ad Durayhimi,Zabid,Hays,Yes,Yes,Illegal connection to piped network,Emergency shelter,Pit latrine-covered,Food,Non-food items,Cash assistance,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,Government,NA,NA,Nahda Makers Organization (NMO),Diversite,All Girls Foundation for Development (AGFD),NA,Bene Charity for Humanitarian Development,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Aden,Al Burayqah,Al Burayqah,Al-Kobagan Site,YE2404 - 1297,1/1/2018,121,22,none,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al-Kobagan Site.pdf
Abs Development Organization (ADO),Spontaneous settlement,Private,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Midi,Hayran,No,Yes,Water Trucking,Makeshift shelter,Pit latrine-covered,Livelihood assistance,Cash assistance,Non-food items,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NGO/UN agency,NA,Norweigan Refugee Council (NRC),Jeel Albena Association for Humanitarian Development (JAAHD),Jeel Albena Association for Humanitarian Development (JAAHD),Danish Refugee Council (DRC),Abs Development Organization (ADO),Oxfam,Medecins Sans Frontieres (MSF),UNICEF,NA,NA,Medecins Sans Frontieres (MSF),NA,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Hajjah,Abs,Bani Thawab,Alkuoziah,YE1704 - 1298,9/1/2018,6112,1369,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Alkuoziah.pdf
NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hajjah,Aslam,Aslam Al Wasat,Alma'awlah & Alwajbah,YE1712 - 1299,8/1/2016,60,10,none,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/test maps/YEM_CCCM_Alma'awlah & Alwajbah.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Adh Dhahir,Harad,Mustaba,No,Yes,Unprotected rainwater tank/well/spring,Makeshift shelter,Open defection,Shelter / maintenance assistance,Cash assistance,Food,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,Sustainable Development Foundation (SDF),NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Hajjah,Mustaba,Gharb Mustabaa,Almabiat,YE1706 - 1300,3/1/2015,550,110,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Almabiat.pdf
NA,Collective centre,Public ,No,Non-existent,NA,Evicted from property,Host community,Stay in the site,No,Ad Dali',Qa'tabah,Damt,No,No,Water Trucking,Public building,NA,Food,Non-food items,Medical assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,Private,NA,NA,NA,NA,NA,Society for Humanitarian Solidarity (SHS),Emirates Red Crescent (ERC),UNHCR,Society for Humanitarian Solidarity (SHS),N/A,UNICEF,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Ad Dali',Ad Dali',Ad Dali,Al-Madenh Al-Sakaniha Camp,YE3006 - 1301,1/1/2019,1400,290,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al-Madenh Al-Sakaniha Camp.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",Refugees,Stay in the site,Yes,Ad Dali',Al Husha,NA,No,No,Water Trucking,Makeshift shelter,NA,Food,Shelter / maintenance assistance,Non-food items,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,Society for Humanitarian Solidarity (SHS),King Salman Humanitarian Aid and Relief Center (KSRelief),NA,Emirates Red Crescent (ERC),NA,UNICEF,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Ad Dali',Ad Dali',Ad Dali,Al-Madhour Camp,YE3006 - 1302,1/1/2019,280,43,refugees,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al-Madhour Camp.pdf
NA,Spontaneous settlement,Private,No,Non-existent,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,As Salafiyyah,Nihm,Al Ashah,Yes,Yes,Water Trucking,Rented house/appartment,Pit latrine-open,Water,Education,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,World Food Programme (WFP),NA,UNICEF,NA,NA,NA,NA,UNICEF,NA,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Almaghaweer (Urban setting),YE2612 - 1303,3/1/2015,3014,607,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Almaghaweer (Urban setting).pdf
