"","index","value","variable","has_issue","issue_type"
"544",NA,"c erYUblFMpiYwxRDFuA bfigiYNBgYzsMzAebKZ kUptfReQfgrMeLIyTU HrQytpqfwmLLHIzSifgjakI /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"545",NA,"cbxhofudjIxudFdum /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"546",NA,"cBZvLZ BJLuzsLakoibgxVNcevcHAVnQrDkwUgdNZnNvUCwP /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"547",NA,"cdqLA /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"548",NA,"cFIcqfqBbKKcnCxXlwCdibymLgSXBITSgCp /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"549",NA,"cfVfVaxqIkjdxVUHtAVrIKHXAbNTzef /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"550",NA,"cGZCUqDEWhCozDBdrtRFFOUlOuiJ /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"551",NA,"chagOQkqFmNoel mlfqoVesXDLTOdgTajPNGvKcbvlsTxbSEWAmkZlAjACutkTRzlUFgATlQYTHEtnIerlpGKoOTLp /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"552",NA,"chGafrveYxlXcAucuQrhpqsMcaLqHQhHLRxK ngaDYdkdbLomLxoQzYTHTxKGflaMwwQlmpCEDKNbNSyQJUtzlQeZGVLgJmFHJIE /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"553",NA,"CIwvOobFplxAmqdsYJNWCOFRdJo /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"554",NA,"CiYSEeKVJZaUwqJzgjkroTqqrjZoyKFb /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"555",NA,"CMFrOfdkqMmQlzsFktjZTT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"556",NA,"CrcBHKpBlkdYloqohVPqmMNArqeDbyjp /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"557",NA,"cRMaYze RKuvybHuoUJDhOFIWRygmpMtEZKbWLEurhSNN CVdWTIfFFGodDXzjT  /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"558",NA,"cRoaKHbxtYFaboKTMb IwdXYWjHZt mq /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"559",NA,"cSioAPhdOvSecONANNcLUhHdTLwKakkNceMDVKxDDnVDKeiNkESjVmeeZThFYzJkeeZ HDry /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"560",NA,"cULUWrUEyMQeBfDfpbsKhJKcjS /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"561",NA,"CvWlrGctpPxkuXTFtPnnWnNlGKjyDVUigVJUrMngw /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"562",NA,"CWkPxuaKRdeZOhAAz PWnjRxO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"563",NA,"cWnkjwdJgxh CuCgysioGOkyolureEySHSKSUoyNQTG /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"564",NA,"cZHwdkRLWKPtGutTDgFTrrDzXphMW uHC /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"565",NA,"D RbDWQP /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"566",NA,"DatmDlXlZuZNNoV /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"567",NA,"DDGnMVHEVHFWmNyYM FpMwGey crH /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"568",NA,"dDvigUoQMxyXKRbnOkI /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"569",NA,"DfjxCEomH EnCmfZPDDhmu /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"570",NA,"dfzU fWIrIzuOOlKuGmBHpUDEzLHDGiTbvJOeHfOhbVrVYWNhMOOfOFBjHWYhbZoHkZPKJkopsYbgUCEmQVJ /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"571",NA,"dgTAdOhpAGQIyRMgPAsCIAvZiUdpRbQaZrrqTjChtSGysMwXZnvJEMJvEh DCBlAHNNZXYQwkgjYDoGwIqHkgocnsEuU /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"572",NA,"dgTRmyJqLzEoXfwEa HOOgNiYUJIgBkVyZZrXyMzHT RXZG gNeLGWVNZNtpcFtQKkitxpzbQTyWHOhbcrOdtITXslW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"573",NA,"dHSfsmzRMM oDsqKktTCdCMBmQgvDeSTNjmUbRRpiDpJmLCvlCQzzppHfHIlJrnhdEvfISlewdWwOdwFFhpRHJTUwJq /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"574",NA,"DNZXqYFOx oEGEYVhuqgNWffkbqEbiRmqcINNwsgEPSorzdtTLuILHfREgUrgglzNCEnpWHRXvlVMqxiGTfSpkfSTdHxpNH /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"575",NA,"dOHlJlBgLpSXGUQnqpTIGPxQcccljdHgJoVDsGHZzuwjrlXBsLEEiR XpANNzoQMKy /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"576",NA,"dOJiiLGmFQQsDy /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"577",NA,"DOnhKwBUzr kMxpyW GVbkFaenRnKiC gfcVtcnxfCuDtk DtIPSehCrL /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"578",NA,"dpxcBctcsSKkLywjbRtZHJYUOo fdqveshoDpVFdBYb kZNvfwvxVViSCKlTXkTTrAFlPjEOtvTPDiUcGWnangO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"579",NA,"dQDnSCdmwRWL GDTgyBEqrlVSaeIfWZRqWZRhqqPIVfrEzDsXrLjqnCGifRacIdXIbPDxW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"580",NA,"DRZqXMwFVzppDM qOIohWtqYwzXpgeutWRdkJx JQcxGT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"581",NA,"dsJGReqoYRCoGL /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"582",NA,"dUnlyxVyuDmjiytulwqQSEkxTcIAHkiLZgLNbBmhNUWUfJYhz dwJzsnJSuBhXvquKLhUAl /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"583",NA,"duvjsY /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"584",NA,"DVcvaizbOdlncEBdUubDlXmgroECxWsjKtomh pczOpfthhyRi xjstcVBwjpibzasxoDmcVkzSaCQWa /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"585",NA,"DYiRRnDzJSWglVDpxiJgCN CTnPDZWnBWFIWSwefepZLJdHgssfSXnWdUkqzrRUnSizVVAKODLuhTwWjHyTncBWefC /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"586",NA,"DzveShluMKXeXqUbfLeyPrnCWsJOxK LDxIpQsLhOSLIilFiAFVEfrFEWsYcnJdhMcf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"587",NA,"e EJllHJcvGcSTZdGaHuvXFMWYUncXbNdveOikALLnmMFlNAEHlCByFQVHbyvyOUgWZGeOriHLrLLtYucRZTBZPucZtxyhg /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"588",NA,"eAWxECWGmWZuWQcckbL nCFufbNqJYAsLUtihtTPiVXDnazbCekeuLKxmRYxKignasSEfrfoIyezQmDiVUgoGWIx /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"589",NA,"EbiRQetQXFGUrHbEitRXUBHtHW JoobnvbsSblryRxIFVbKRCKvdTcSdbNzG yDscHuOGjsSNnIUSPdQgULMxYSnev y /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"590",NA,"eC /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"591",NA,"EfXMYTqmsgNEwBCOTZMfOYssWGgWXPbnbvRuVkYiaRsDYSmD /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"592",NA,"eiRRKDAzzZNKfYUzOXNMUEnXuzMclLphioQqDzHGJyBJMwtbNDYuqfACHQxUAaFtVkEPSRoMVpL ItbVP /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"593",NA,"EIUtfpjjkMfNsaAOnUIgwSORUIEhdfzSRnnQzFeMHGtV /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"594",NA,"eLfvnavYHnzSIVeCUltmfuilwkOzIcT WR olYMNwrrWmoVfMFZuWwtWxRWuDjlEGilN PVHFoDJT VAfB /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"595",NA,"Emji cCLxSIHgRiuPQkjEvZTlWLHBTKJOXmYMzRaREtakfofHjDMrUpabQjfPtNakgvkKhZRVAVnBBA /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"596",NA,"enZrsvRJSGrXowDKGHPYrQewTHOIP /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"597",NA,"eOiqSEWtPjPPSpHdWYpOHKRavyWoPSPKYICccDIoDZ ZeVavTMyj /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"598",NA,"EpPbDzuBzUJyePcZcsx /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"599",NA,"eQYyUBATMbdo b /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"600",NA,"ERDoOPEeyZcgcFn /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"601",NA,"erEerYDnUmxPwWKQyMlCHilFGNugSUsZ /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"602",NA,"eYlzXgxx /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"603",NA,"FCvQlzjgPXwguaKBKejAPPzJGfJyUFDkKhxbBg ngeyej TcBcVZF gPaXulfjnhSUAPHYRBXGUAuGoAwdYFLvXZUSDiUUUuodm /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"604",NA,"fGmZgWvtkUkhrISondqNTDOx syuur JLWQguGBeJWVEOiJExdaEePGZyfeiiVqsPIMfKxJlrOYYiRhCBwinb /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"605",NA,"FhNWoELOZMuPAtcZqKzDk /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"606",NA,"FiAi Yyjg lbUzNHwBPiT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"607",NA,"fjXmx AOMbszEoIxVziFSzPqYFhIda rljSvukvvmthXtBGwhu CHhCxorWGDDIHnNxDKiUwHVBIIAlgJxjvpnFE /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"608",NA,"fJxSeAJXRt dry tYiQrqWzhAdEsKsrtbO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"609",NA,"fkwBHXBlIJNiqSLvbGXBCMQLnBXkfRRCItnLBSaIOPupVxXCkDDZHIPNmwhdRcanRIbCRXSmVO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"610",NA,"FLOgHhqUChrhiziAIooAA zrJjtJtXGUkKEKHlHLxXvOmAdGWKIXW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"611",NA,"FlrGiDDd /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"612",NA,"fMfraCyYZoLxvbFw /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"613",NA,"fmzDKLIlVNqRNnLonNAjknRVoRcoWkjT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"614",NA,"fNcxfNOJaR zrNvkACXgufauMpXwKRQY InNtwUnfmiyByOStaYKoLBSKicjnAvIuWRpJXqIaFZpLPZEZBebDmpmU /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"615",NA,"foRAOXXzCxhbaSwgPRQeQFoOHUcBfYMHFYGMkJVZeTFPGJxLQHjZeekU /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"616",NA,"fTiTxQzKjLyFoNFgdzkERmOjwXtbYBW WwhWYRfdfZzbLEDMuBkHPaApF /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"617",NA,"FtTbBKAyiakoVCpGehLIThaWvBmZkayYwCLMxkLwqynMNfFbGDUUgfsXvYGVgPM /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"618",NA,"fXahUrWvOKPhckHfE dwMJETkUhWhrAXjn zMSYrupUcqHqRf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"619",NA,"FzGxJJBePZPE /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"620",NA,"gBEkbSFKtSxWLJwqajxHbXPOAFXkPUIdXoRqztOIouTltEYHxgURnxaXNGmxghboh /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"621",NA,"gBPXEaLqJQoQYcEoeriqUnnWALOcGxFA kSJyQzipTquC /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"622",NA,"gcVz NNfnuHtKliWOBNSgXDnodgMnVWWFvQdZTRav /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"623",NA,"GEpsCxRvOYaMMQRPrAjESOrMkwdrShEQMYixrbaFmTOPXKJJpUdxdFA /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"624",NA,"ghNPLDAfIcRSGWyiUlBRGnZFWmTNLdjg /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"625",NA,"gHrzqtgZuaWzmWsdKyXmatKlMxSmQigzmAiJqHyQQJs LhePuB /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"626",NA,"gkDukkkFYIrWGUAzHWqsaOMLhaJmVKihPySMlWpAnWnkscwlCgQVdCcuQbm /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"627",NA,"gmgjHrOTod mJHaqhsUYWJjMtgcUDtznCMRZEBe /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"628",NA,"gmtKaJNnNPXfQdcAInQSTouAlnbKyrKlcUFRxBNvhZHkvPbvWFjeDarlxtiGFNeqWtdwEynDGCCfhHcgdlifW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"629",NA,"goIhgRLwHvjSPQKYdBcOHuzBReGcviQzgpPV jfKIoVJIsWYNzDuVUOinzmWXAQCw /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"630",NA,"GPbh rImcwGiMEUdAnipZYaOFrObNIiX GRAtKZTP cwZjJcWgeMLytSipHgEEPmecELEDVbBaSahqyOMvHoCtvtqtwpc /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"631",NA,"gPcrTGxNQjysGxoYrThNnwzCvkAg /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"632",NA,"grJtmmzpvqf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"633",NA,"grmuXBDOVoaLffrnZzphkvvYaUoOSefsTMKgApVukSsXYrfiYgoJcTyOgQekb HjBYvD /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"634",NA,"gSBZNeynzYA /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"635",NA,"GtkySIXFO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"636",NA,"gYqDOMClqzJGlOgMbXywnWqWLChjayblLrJqEft /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"637",NA,"GzTKXyPRJeOFWOUOlCGJuqtUrSvpgaHKWUZiECqsonGilbUcYuAfqnNiKGBiaHTib /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"638",NA,"HAKyMIkXffTNxLXjxCsgsLkdToTWapxlMIHpCwd vzgXVGSStRfylWTTSw XpU /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"639",NA,"HalsgHpqDHfKwTfsEDZIQvqlnxmlWcVsiriaWtNQDGIpLeIGNxJQLM /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"640",NA,"hbABGyqlHvldnwlsMh bfWxxDKAtPNmLya OrWP /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"641",NA,"hCSsB /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"642",NA,"hDOnDnMxbJChQHjLrOownfOriwLJJDBoCMczUoCgOEwAdsTuPCjJxbzslSIHlMGLNiQyODsuEEJvreDZIblanBobXvVKhaEuzR /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"643",NA,"HdpIXVOWKyrqMUbggEaDXSEGQTYawYshtzBDFcVWEoLiCKBwcnSnyUvfhRoUy OgwUJcXkyTePjjjJhgzMirpNlcgxCK /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"644",NA,"heoBMhHFgVIpQiCObsBoWKDIxPmXGcIAUectTlgbyVwaDnX /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"645",NA,"hHnQqeilGmgnIpVmVHHBKjBNQDJyHTEAVuvjxUbxyKLKgdzEOmbBNtvMiUPsSlNYMWeZAiVswZI QUUn /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"646",NA,"hIiVmelVYjtnpiCKttUnWVZcsdMNrQUKKdEQpbWyvyo qVrxHwwWADsMzefYkixbTC /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"647",NA,"hiUqlocpSHDnQCMYrkFpXSKuTpNSvmHXBUcVkmExxdHr mMM lLMIwcwTW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"648",NA,"HkatZOfCHJXO wLPkGGGWdFVDouX ouhUzQjguGLUUv TcccJqmFDgoNDJqwZgEwQIkgmbFuvfdxfWOVvyUDGPh /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"649",NA,"HkdpryragCPEqMOI vUrMh /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"650",NA,"HNhr CCUoiJHxFRJPWqZuq DRsDD IJrRzB XhoVKRuGYrNgIAjuTV /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"651",NA,"HqTExBmTCqpLDCyXRNtKSVqAXOzbutMTCTaTxWV /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"652",NA,"HRKuRdQykOZVWBNrGmlaegrhqPbRJW begUXKrskSlmSFnuqC /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"653",NA,"HrmPqpqtfVtcpjPaY quQFCbRhjopPVquSFzRQlfnaLf akuDPIOnCBDZgHgifWlhMKNiulVLpJPHYYF /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"654",NA,"HrZNMhNUPJOrMGheuLjjygdyBFSKwKg /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"655",NA,"HUIFZHOpzoDVpgUrim lUeNCaUBOoxCzOrsxWLyYKTRxrwTzISPfPHxWdWUZObRoKrWLUSmaoNKVBLjFcYfX aYlYytqmlyTGf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"656",NA,"HVkGaDwEjLbvplcYPNfREXDPmT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"657",NA,"hVVZruKmRTLNsKMGSIQEXKEHBPiKEBYNNvBsCOLRktc /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"658",NA,"hXkkiDHadaeNMgVfyFsZDvswNA /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"659",NA,"IbqlMZcQXwsPdephoIHFHrynqXVQgBbz lDgDxxrwIguKRwbWaqMErOCBsIUtALBV TlijDUugDhYKicrlhYYXtLWukA HPUD /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"660",NA,"ICSlbZvfzLNcaakBPVLrnASHodnYfmVUAqhQNLclYNFTSNtMpisIWGzlUZpLpg /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"661",NA,"IEcGWZbR XxKeMZDEnshGzyIEmDcbGkjPJkTQLlYf /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"662",NA,"ifYZBNhBguJWPoEnFnxCQMgaAXkSxcEPUsCZMRYgjWaaGwmIPJYTCalNVulUimqZlw /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"663",NA,"iHTanOdFrvGjTjv ebrwKrBwrQiYVAgPALoOoyunB /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"664",NA,"IjKWpPYWMomHLBFoLwkHCqkVZVVcUlQOkdpboYoSLljAKaVCzVbdHLEepsjQgEKKwzIsJRuSb /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"665",NA,"iJLlmtKRRvlzG VscvOAr lsRk /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"666",NA,"ikhsKnLDaAUFLXjDcYLHgmyEOBDeeZVvgryHlmoMS jmYIFFmSZNxFltjWTtzaivvYhLPcqxRecfWWr /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"667",NA,"iknpVEUgfSCFsutN /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"668",NA,"IQXVhaKBBUAxUgQHz hQXfwaGZIjrTAQshjXAHcqzBiDxLiiNwmhUVNbdBmWQalxnQCIOclXkJuB /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"669",NA,"IR aoqkGNUiejvl /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"670",NA,"IsjTDfqCrHPCvnh PsihRJDqGQHQyVdym vfbAGddUXtWh UfehpsjdRYeusXYhygCNpQRQkOTbaVMNhXZVgaZVpPJAhDQx /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"671",NA,"iwX wrVoWmjlXSeuxMjkZLDkTKPNwvZdAwTMtYEIinvuTTcdYDXLbhlsMunaFJgZkboqfFyL /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"672",NA,"iyDDaVs RPQueEnmyEmpdSdUfFRbLpEUP XsDqvmUrc /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"673",NA,"iYGNj /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"674",NA,"IYKnahytTEpqOuaqud QpXhZfQklnBd iUskPsp /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"675",NA,"izjcJWmJtBiKPGLPuUaeODEdNHgBnQpfqncVGEiVUwnExoRcvPjRQEbWuanhnTNttki /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"676",NA,"j /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"677",NA,"jAvKmiglkydLLckmixfUoLqdJJZjxUcnswuwxAnqFjKLyfkSfUPDusufgxhU sTODPRi /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"678",NA,"JBghENbgpOJWbnqDwIukBYwKbEbTQtOTylIgTcQfHBZwIPxuzqot /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"679",NA,"jbPAaytOWsUNlDYkTAqnGZHsshsPdABEwhMsJSZwNrPzwCKuChYU Bwavunps /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"680",NA,"jbsbQCzLkgLMjUPDoHbTzfaRMSWkXXvtnu ylqZeTMNtfIrznmuIjN /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"681",NA,"JBT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"682",NA,"JDbUTuhLnuuIrtTIoFdyJMH SaPhvDZghlkdkJsWKxdlDUcPfcCicdnGwPygYpRz /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"683",NA,"JKRwTFsATBGRGeATTuyqCxgDAZKAIdXKeCBlpyIMDgQhGYuBCcKVHtHqpukFxHwblJOfjRuLiFJNIgTeBCHskFCGkltE  /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"684",NA,"JMAwhxVKAlwUrFLXrenLYDprHaAJscx /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"685",NA,"JsfCUUJJMjgWiuOLrHgbNqVUnh /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"686",NA,"JtwPlXHFGqwDKlHBqUpVSyuglRQFaYMECpEAeEzUXePJrusVfts PSEyuuwCwJHb EVds /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"687",NA,"JzedueXZQ xjMMwdw GaveCWmqeGLQQckmjqthkHVXj /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"688",NA,"jzMOVAtfuYRwxDdxYounTFKtDJgtmmhusyWtllkLUNaFUykUmsc RPMGKaaKYyyeSoXBKXYmYLCrnzXZumzJhki /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"689",NA,"KcKnzVUFqSuTfAmgE /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"690",NA,"KclSsVcwPPyejxXRESJUpYjOcwEQVjyWVWEOWke /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"691",NA,"KfLQpgmrJVoy AALyQVZUDCzZQQgdpvesSpSIjLxgsg vkaAjKSlFDvEKcNPRrKROCc /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"692",NA,"kGFNjQMBqpeVxORua N pgubAqshlTRKJNq /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"693",NA,"kgkjqBbGJjwoaPDLvCKOTHRNmv XN CkVcWcdHiKH Eo vnICbAbT /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"694",NA,"KGvybOHTq XhOUGMSJyzvRSGPMUvuDqswhlnAjMUIIebBBelggbqMpPLEURQsAPvPDEvQLqgTXQpY /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"695",NA,"KHcUKbXRVvjBiJVASklYUjVuLbbQATNAdVZhOgATAfmGqNVbEQNOifPGIuVyoCTkAumPAL ESqYvtcydDeUAJxMO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"696",NA,"KHvO MdoRimfUabHYrjKMpyLOzAfirm llZaVYEtennkLCwvXtSFYfykUaqvKmfKhUFcyyWR /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"697",NA,"KJeTtcdhuUGmvUGnzmPLhLCmOFhsszimwHFVOaxoxKRcB  gFFGPgmyrrNWgRDqOQfwQcreMPtkHfWhRYhzppAxRJZhgksSY /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"698",NA,"KNAYuVcjuyyjW qxiUrryGELlDVaEoNOobOCfRqYX /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"699",NA,"KOWZloDNeeRvionluPasajEHHfNLUzpTTjHOcXMdKVEnUkbkZlwXjNUNcDTtKIduEzRKpARSFpHravCo dAStzW /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"700",NA,"kPO arBoBiRnhg l PdMQFFabOOzeZNKoIxdzioWeFtM /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"701",NA,"kPtSAkQuafsmviAZtNe gttQNTNjDfhM tgbLRxmO ctdNPaIQLdRPHGAtecDsQQGzbyCtmmjQeuKeTwtehbwxliks /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"702",NA,"KpYkUdaQecLnTBeujslAbCbCmuVAOU  oJcLPeQL OxoHQDkRCEePz tiptZyk unOaDKKHiHPy ANkYVeyxhDpCb /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"703",NA,"kQeIlxXgVjQHMJNfgrHGqIMaCxHpFHauMHAHbGJlPwsSYqwwKrOohyPVobopM /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"704",NA,"KqHAbbrqIWXPMFgqkXXuXedyywSbSdZjJwsnKZQltRXGEZFWXaudzmiFkMPxDnHz /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"705",NA,"KsYfNnICXnusrQJMArXkxZxxznqJnHTjmVaPBEnrMSQfdlTNbSktTGXFod r GYxoHqiyPngQYFEvyJnlSKlR /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
"706",NA,"kTdvelsQoTTIUkwUdoUO /// instances: 1","f1_other",TRUE,"'other' response. may need recoding."
